,cluster,simplified_job_title,cleaned_required_skills
10,2,Data Scientist,"['causal inference', 'experimentation', 'r', 'data preprocessing', 'big data', 'marketing analysis', 'kpi development', 'digital marketing', 'customer segmentation', 'data infrastructure', 'r', 'quantitative analysis', 'r', 'statistical software', 'user behavior', 'product trend', 'r', 'statistical method', 'dashboard', 'process automation', 'large data set', 'mathematics', 'technical writing', 'performance monitoring', 'oral communication', 'r', 'data querying', 'quantitative analysis', 'model development', 'r', 'data model', 'docker', 'unixlinux', 'demand forecasting', 'data wrangling', 'data storytelling', 'collaboration', 'r', 'big data', 'data querying', 'statistical package', 'distributed computing', 'quantitative analysis', 'financial model', 'capacity planning', 'r', 'big data', 'nlp', 'data architecture', 'mongodb', 'u electricity market', 'forecasting', 'quantitative analysis', 'qualitative analysis', 'statistical software', 'data collection', 'research design', 'r', 'artificial intelligence', 'data security', 'data privacy', 'agile', 'mlops', 'databricks', 'jupyter notebook', 'azure data factory', 'inference', 'predictive solution', 'ml solution', 'big data technology', 'hadoop', 'aws sagemaker', 'coding', 'agile', 'devops', 'best practice', 'open source', 'r', 'nlp', 'computer vision', 'hadoop', 'aws', 'azure', 'r', 'looker', 'statistical method', 'experimentation theory', 'causal inference', 'datadriven product development', 'datadriven strategy', 'ml', 'ai', 'large language model', 'prompt engineering', 'r', 'data warehousing', 'interpersonal skill', 'technical expertise', 'experimentation', 'llm', 'generative ai', 'nlp', 'bi software', 'r', 'sa', 'biostatistics', 'mathematics', 'collaboration', 'gcp', 'regulation', 'compliance', 'data parsing', 'data cleaning', 'rag technique', 'nlp', 'tensorflow', 'pytorch', 'r', 'computer vision', 'object detection', 'risk', 'interpersonal skill', 'r', 'statistical technique', 'artificial intelligence', 'mathematics', 'technical solution', 'production system', 'devops practice', 'collaborative work', 'pyspark', 'azure datafactory', 'azure databricks', 'software engineering', 'financial market', 'statistical model', 'software engineering', 'bigquery', 'r', 'sa', 'modern data science tool', 'linux', 'sa', 'r', 'sa', 'genai capability', 'cnn', 'rnn', 'transformer', 'computer vision', 'tensorflow', 'pytorch', 'supervised learning', 'unsupervised learning', 'reinforcement learning', 'federated learning', 'time series forecasting', 'llm design', 'nlp system', 'aws', 'data manipulation', 'r', 'nlp', 'prediction algorithm', 'collaboration', 'machinelearning', 'gen ai', 'medical industry', 'billing system', 'r', 'leadership', 'aiml', 'tensorflow', 'pytorch', 'rest api', 'git', 'collaborative development', 'design pattern', 'nlp', 'computer vision', 'mathematics', 'engineering', 'panda', 'numpy', 'clustering', 'regression', 'classification', 'forecasting', 'neural network', 'anomaly detection', 'data storytelling', 'experimentation', 'finance', 'compsci', 'azure', 'aws', 'mathematical technique', 'leadership', 'initiative', 'teaching', 'statistical method', 'statistical model', 'experimentation design', 'customer segmentation', 'market research', 'stakeholder collaboration', 'datasets', 'graphbased algorithm', 'feature engineering', 'r', 'prototype', 'performance evaluation', 'metric', 'model', 'cross validation', 'algorithm', 'sa', 'matlab', 'roc curve', 'confusion matrix', 'collaboration', 'experimentation', 'data engineering', 'r', 'data warehousing', 'experimental design', 'dbt', 'looker', 'data extraction', 'data cleansing', 'python mastery', 'experiment design', 'research objective', 'data insight', 'collaborative coding', 'big data', 'gen ai', 'computer vision', 'opensource', 'llm', 'image experience', 'data warehousing', 'sql server', 'data lake', 'erp system', 'data solution', 'statistical technique', 'c', 'simulation', 'version control', 'r', 'statistical method', 'data warehouse', 'mentoring', 'bi tool', 'data engineering', 'experimental workflow', 'collaboration', 'data extraction', 'r', 'git', 'aws sagemaker', 'sa', 'bayesian', 'markovchain modelling', 'tensorflow', 'linear algebra', 'nlp', 'data science life cycle', 'big data', 'statistical model', 'anomaly detection', 'time series', 'neural network', 'big data technology', 'presentation skill', 'quantitative research', 'statistical inference', 'r', 'aws', 'ml algorithm', 'consumer engagement', 'r', 'ml algorithm', 'ecommerce', 'retail', 'relationshipbuilding', 'data warehousing', 'data architecture', 'big data', 'hadoop', 'hive', 'scala', 'safety minded', 'experimental design', 'collaboration', 'data engineering', 'java', 'rest apis', 'containerization', 'hadoop', 'data pipeline', 'ui technology', 'agile', 'tdd', 'cicd', 'bigquery', 'presentation', 'data pipeline', 'java', 'elk stack', 'collaboration', 'algorithm', 'r', 'sa', 'matlab', 'reporting', 'collaboration', 'experimentation', 'r', 'r', 'git', 'timeseries forecasting', 'hadoop', 'big data technology', 'version control', 'data pipeline', 'research', 'causal inference', 'gen ai', 'computer vision', 'opensource', 'studio', 'llm', 'image experience', 'data architecture', 'big data', 'scala', 'presentation', 'mathematics', 'r', 'sa', 'bi tool', 'ml framework', 'search ranking algorithm', 'recommendation system', 'causal inference', 'coding', 'data extraction', 'adhoc analysis', 'predictive modelling', 'marketing analysis', 'marketing campaign', 'r', 'data manipulation', 'presentation', 'cloudbased architecture', 'mlops', 'cicd', 'tdd', 'bdd', 'ml framework', 'mathematics', 'algorithm', 'containerization', 'software language', 'infrastructure', 'selfstarter', 'businessminded', 'big data', 'timeseries forecasting', 'scikitlearn', 'tensorflow', 'pytorch', 'panda', 'numpy', 'databricks', 'microsoft azure', 'nlp', 'r', 'experimentation', 'statistical method', 'data governance', 'mentorship', 'sa', 'rpython', 'credit', 'aiml', 'credit bureau data', 'computer vision', 'object detection', 'timeseries analysis', 'forecasting', 'containerization', 'orchestration', 'data insight', 'product strategy', 'big data', 'nlp', 'recommendation algorithm', 'clustering', 'mentorship', 'data extraction', 'data cleaning', 'artificial intelligence', 'risk assessment', 'r', 'r', 'tensorflow', 'pytorch', 'scikitlearn', 'xgboost', 'data wrangling', 'panda', 'matplotlib', 'seaborn', 'aws', 'gcp', 'azure', 'big data', 'hadoop', 'hive', 'databricks', 'statistical method', 'nlp', 'timeseries forecasting', 'powerbi', 'consumer behavior', 'regression', 'medium mix modeling', 'data integrity', 'data pipeline', 'marketing metric', 'generative ai', 'r', 'scala', 'mysql', 'kql', 'time series analysis', 'cicd', 'docker', 'r', 'data querying', 'computer vision', 'genai', 'computer vision', 'tensorflow', 'pytorch', 'supervised learning', 'unsupervised learning', 'reinforcement learning', 'federated learning', 'time series forecasting', 'nlp', 'llm', 'mathematical', 'computational', 'data cleaning', 'artificial intelligence', 'datascience', 'dashboarding', 'data pipeline', 'system engineering', 'forensics', 'deepfake detection', 'nlp', 'customer data modelling', 'advanced python', 'intermediate sql', 'r', 'databricks', 'big data', 'customer behavior', 'r', 'sa', 'nlp', 'data pipeline', 'mlops', 'aws sagemaker', 'r', 'cicd', 'docker', 'git', 'data architecture', 'statistical method', 'fast learner', 'analytical procedure', 'conducting study', 'presenting report', 'data engineering', 'software architecture', 'custom object detection', 'web scraping', 'mldl', 'chatbot', 'time serious', 'ocr computer vision', 'nlp', 'proficient llm', 'r', 'hadoop', 'sa', 'spss', 'ml pipeline', 'mlops', 'generative ai', 'llm', 'rag architecture', 'chatbot development', 'recommendation engine', 'nlp', 'big data', 'prompt engineering', 'r', 'java', 'c', 'auction theory', 'r', 'tensorflow', 'scikitlearn', 'causal inference', 'data normalization', 'big data', 'nlp', 'agile development', 'collaboration', 'computer vision', 'generative ai', 'image processing', 'satellite data', 'algorithm', 'artificial intelligence', 'distributed computing', 'pyspark', 'mlops', 'containerization', 'docker', 'kubernetes', 'data extraction', 'data processing', 'forecasting', 'bi software', 'r', 'sa', 'report writing', 'verbal communication', 'quantitative analysis', 'artificial intelligence', 'natural language processing', 'r', 'pytorch', 'tensorflow', 'scikitlearn', 'databricks', 'mlflow', 'gcp bigquery', 'aws sagemaker', 'kubeflow', 'azure ml', 'qlik', 'nlp', 'aws', 'r', 'large language model', 'generative ai', 'predictive modelling', 'data exploration', 'aiml', 'data acquisition', 'algorithm design', 'model development', 'big data technology', 'cloudbased data platform', 'nlp', 'r', 'hive', 'sparksql', 'linux', 'dataframes', 'feature vector', 'algorithm development', 'ai', 'application development', 'computer vision', 'natural language processing', 'transfer learning', 'time series forecasting', 'data cleaning', 'r', 'artificial intelligence', 'pyspark', 'r', 'big data', 'time series', 'generative ai', 'statistical inference', 'experiment design', 'probability', 'sampling methodology', 'regression', 'classification', 'clustering', 'time series analysis', 'causal inference', 'neural network', 'genai', 'pyspark', 'databricks', 'interpersonal skill', 'data engineering', 'r', 'epidemiology', 'observational research', 'data processing', 'alteryx', 'spotfire', 'mathematics', 'mentorship', 'data collection', 'statistical method', 'public health', 'data processing', 'mathematics', 'r', 'algorithm implementation', 'api development', 'aws technology', 'big data', 'statistical analytical technique', 'nlp', 'kubernetes', 'container', 'docker', 'rest apis', 'tensorflow', 'sklearn', 'panda', 'r', 'aws', 'azure', 'data solution', 'statistical technique', 'pharmaceutical manufacturing', 'regulatory compliance', 'mlops', 'data engineering', 'version control', 'human resource', 'collaboration', 'warehousing', 'growth domain', 'gaming industry', 'quantitative analysis', 'storytelling data', 'pricing analysis', 'pricing model', 'telematics data', 'collaboration', 'data pipeline', 'nlp', 'ner', 'pyspark', 'databricks', 'prompt engineering', 'embedding technique', 'openai', 'huggingface', 'r', 'data engineering', 'snowflake', 'looker', 'data governance', 'realtime processing', 'r', 'computer vision', 'object detection', 'data engineering', 'big data', 'natural language processing', 'anomaly detection', 'big data', 'computational analysis', 'bioinformatics', 'big data', 'collaboration', 'experimental design', 'crossfunctional project', 'data warehousing', 'looker', 'data tool', 'rd', 'tssci clearance', 'r', 'computer vision', 'object detection', 'clinical trial', 'regulatory knowledge', 'bi tool', 'java script', 'data cleansing', 'data modelling', 'kpi', 'campaign performance', 'marketing', 'analytic', 'digital marketing', 'email marketing', 'reporting', 'data wrangling', 'data architecture', 'data ops', 'data loading', 'data normalization', 'aiml technique', 'experimentation', 'r', 'pyspark', 'ab test', 'regression analysis', 'data engineering', 'process improvement', 'data privacy', 'data exploration', 'data cleaning', 'r', 'nosql', 'predictive model', 'quantitative analysis', 'aws', 'r', 'statistical inference', 'experimentation', 'r', 'ai', 'human evaluation', 'artificial intelligence', 'marketing', 'measurement technique', 'rpython', 'statistical method', 'crossfunctional collaboration', 'sdlc', 'coding', 'r', 'r', 'databricks', 'team collaboration', 'experimental design', 'ai', 'ml', 'data scientist', 'agile methodology', 'user interview', 'devops', 'prototyping', 'uiux', 'natural language processing', 'software engineering', 'mathematical concept', 'collaboration', 'r', 'unix', 'git', 'shiny', 'r markdown', 'quantitative analysis', 'infrastructure planning', 'medium measurement methodology', 'data processing', 'data transformation', 'r', 'nlp', 'cicd', 'data security', 'agile development', 'dataframes', 'panda', 'sme input', 'pyspark', 'azure', 'aws', 'panda', 'statistical method', 'looker', 'databricks', 'snowflake', 'data scientist', 'data querying', 'statistical software', 'simulation tool', 'data wrangling', 'data storytelling', 'quantitative research', 'qualitative research', 'performance measurement', 'data manipulation', 'stakeholder engagement', 'technical briefing', 'data wrangling', 'statistical inference', 'collaboration', 'simulation', 'production code', 'development roadmaps', 'cpg domain', 'demand forecasting', 'pricing model', 'exploratory analysis', 'textual data', 'semantic model', 'ner', 'pretrained model', 'nlp', 'nlg', 'nlu', 'pytorch', 'tensor flow', 'bert', 'langchain', 'gpt', 'open cv', 'gen ai model', 'mistral', 'falcon', 'llama', 'gpt', 'gpt', 'prompt engineering', 'azure service', 'client engagement', 'linear regression', 'gradient descent', 'logistic regression', 'forecasting', 'cluster analysis', 'decision tree', 'nlp model', 'tensorflow', 'language semantic concept', 'data standardization', 'statistical method', 'panda', 'r', 'bash', 'unix', 'git', 'causal inference', 'experimental design', 'r', 'large datasets', 'hadoop', 'flink', 'consumerfacing product', 'r', 'scala', 'tensorflow', 'pytorch', 'scikitlearn', 'aws', 'azure', 'data collection', 'geospatial data', 'data cleansing', 'dev ops', 'digital cartography', 'gi', 'r', 'scala', 'dimensionality reduction', 'feature extraction', 'coding', 'model evaluation', 'ad experimentation', 'experiment design', 'r', 'atmospheric science', 'meteorological data', 'software development', 'mentoring', 'ai', 'statistical technique', 'data architecture', 'ai strategy', 'big data', 'r', 'nlp', 'natural language processing', 'big data', 'project coordination', 'r', 'big data', 'telecom', 'statistical technique', 'genai', 'nlp', 'llm', 'ai library', 'computer vision', 'object detection', 'pytorch', 'kera', 'r', 'data processing', 'data pipeline', 'dashboard development', 'growth', 'statistical technique', 'product strategy', 'satellite data', 'spatiotemporal analysis', 'r', 'big data', 'ai', 'ml', 'tensorflow', 'pytorch', 'panda', 'pyspark', 'mlops', 'postgresql', 'hive', 'r', 'data storytelling', 'manufacturing operation', 'mlops', 'mentorship', 'generative ai', 'ml', 'llm', 'bert', 'tensor flow', 'langchain', 'nlp', 'sagemaker', 'generative ai', 'mlflow', 'devsecops', 'postgres', 'mongodb', 'dynamodb', '', 'emr serverless', 'iam role', 'docker', 'clinical development', 'generative model', 'dnaseq', 'rnaseq', 'proteomics', 'r', 'devops', 'ai', 'statistical technique', 'model evaluation', 'code development', 'industry knowledge', 'customer focus', 'big data', 'consulting', 'financial analysis', 'data validation', 'r', 'generative ai', 'predictive modelling', 'data exploration', 'mathematical skill', 'data model', 'powerbi', 'r', 'xml', 'javascript', 'report writing', 'model development', 'feature engineering', 'anomaly detection', 'collaboration', 'continuous improvement', 'docker', 'ai', 'frontend development', 'backend development', 'soft skill', 'aws', 'ad tech', 'r', 'strategic recommendation', 'performance marketing', 'forecasting', 'coding', 'r', 'software development', 'statistical model', 'data exploration', 'data cleaning', 'predictive model', 'quantitative analysis', 'data source analysis', 'data pipeline', 'nosql', 'coding', 'pricing', 'price elasticity', 'reinforcement learning', 'ml', 'forecasting', 'nlp', 'ml', 'r', 'statistical concept', 'epic clarity', 'r', 'datadriven solution', 'ai technique', 'collaboration', 'nlp', 'gen ai', 'algorithm development', 'tableau rest api', 'hyper api', 'tableau extension api', 'embedding api', 'troubleshooting', 'nlp', 'big data', 'causal inference', 'experimental design', 'r', 'timeseries forecasting', 'gaming industry', 'data manipulation', 'data scientist', 'data querying', 'ai', 'software development', 'unixlinux', 'team collaboration', 'risk analysis', 'large datasets', 'predictive model', 'artificial intelligence', 'data engineering', 'natural language processing', 'version control', 'unix', 'docker', 'telecom industry', 'big data', 'devops automation', 'data governance', 'agile methodology', 'data engineering', 'model building', 'data wrangling', 'team collaboration', 'fairness evaluation', 'product usage', 'growth strategy', 'statistical technique', 'r', 'rd', 'agile', 'devops', 'scala', 'java', 'mlflow', 'databricks', 'kafka', 'powerbi', 'algorithm', 'r', 'sa', 'hadoop', 'java', 'groovy', 'tensorflow', 'data triage', 'network analysis', 'aws', 'data manipulation', 'data warehouse', 'data lake', 'r', 'julia', 'team leadership', 'ml framework', 'supervised learning', 'unsupervised learning', 'anomaly detection', 'causalml', 'supervised learning', 'unsupervised learning', 'bayesian', 'reinforcement learning', 'nlp', 'explainable ai', 'scala', 'java', 'r', 'hive', 'sparksql', 'linux', 'statistical technique', 'r', 'personalization', 'mlframeworks', 'recommendation', 'interpretable ml', 'multiarmed bandit', 'reinforcement learning', 'java', 'scala', 'biostatistics', 'epidemiology', 'redcap', 'r', 'sa', 'collaboration', 'customer retention', 'acquisition funnel', 'pricing model', 'looker', 'amplitude', 'r', 'selfstarter', 'prioritization', 'ai', 'big data', 'r', 'hadoop', 'hive', 'neural network', 'reinforcement learning', 'personalization', 'recommendation algorithm', 'neural network', 'regression model', 'gradient boosting algorithm', 'data pipeline', 'data manipulation', 'r', 'sa', 'automation technique', 'healthcare datasets', 'artificial intelligence', 'java', 'ml tool', 'data tool', 'r', 'big data', 'coding', 'data structure', 'algorithm', 'collaboration', 'r', 'aml', 'sa', 'transaction monitoring', 'supply chain', 'panda', 'gpu computing', 'computational research', 'data processing', 'collaboration', 'training', 'mentorship', 'software development', 'open science', 'ml paradigm', 'nlp technique', 'explainable ai', 'ml framework', 'scala', 'java', 'r', 'hive', 'sparksql', 'linux', 'biological process', 'biochemical process', 'simulation', 'realworld evidence', 'health economics', 'epidemiology', 'emr', 'health', 'disease registry', 'insurance claim', 'method development', 'statistical language', 'r', 'matlab', 'sa', 'hadoop', 'bc analysis', 'arima', 'regression', 'xgboost', 'random forest', 'dbt', 'airflow', 'data gathering', 'data validation', 'pyspark', 'scala', 'aws', 'gcp', 'linux', 'startup', 'big data', 'agile', 'nlp', 'statistical model', 'hadoop', 'ai', 'sa', 'ai', 'coding', 'governance', 'consulting', 'mentoring', 'r', 'customer segmentation', 'lifetime value model', 'xgboost', 'regression', 'hyperparameter tuning', 'feature selection', 'forecasting', 'distribution engineering', 'time series', 'geospatial tool', 'regulatory framework', 'power system engineering', 'advanced analysis', 'time series analysis', 'forecasting', 'regression', 'supply chain analysis', 'data wrangling', 'data structure', 'algorithm', 'software design', 'code review', 'distributed system', 'data exploration', 'data cleaning', 'data source analysis', 'nlp', 'algorithm development', 'r', 'nosql', 'data engineering', 'forecasting', 'recommendation algorithm', 'natural language processing', 'statistical technique', 'pyspark', 'scala', 'operation research', 'advanced mathematics', 'r', 'scientific method', 'data gathering', 'data cleansing', 'simulation', 'reinforcement learning', 'natural language processing', 'distributed training', 'pytorch', 'tensorflow', 'model compression', 'nlp', 'llm', 'scalable coding', 'r', 'digital marketing', 'marketing method', 'bayesian method', 'statistical method', 'data integrity', 'process improvement', 'coaching', 'mentoring', 'kpi creation', 'healthcare', 'snowpark', 'dbt', 'powerbi', 'nlp', 'generative ai', 'feature extraction', 'supervised learning', 'big data', 'data pipeline', 'causal inference', 'growth marketing', 'reinforcement learning', 'genai', 'java', 'c', 'data wrangling', 'ecommerce', 'software development', 'big data', 'time series forecasting', 'statistical methodology', 'predictive model', 'analytic chart', 'elasticsearch', 'regex', 'natural language processing', 'regression analysis', 'matlab', 'data preprocessing', 'arcgis', 'postgresql', 'apis', 'powerpoint', 'ui design', 'ux design', 'presentation development', 'nlp', 'computer vision', 'data cleaning', 'java', 'scala', 'tensorflow', 'pytorch', 'hadoop', 'ai', 'mlops', 'sparksql', 'pyspark', 'aws', 'git', 'model deployment', 'ml', 'nlp', 'data structure', 'unix command', 'hcp data', 'online medium', 'adtech', 'sparkml', 'scikitlearn', 'tensorflow', 'kera', 'xgboost', 'tidyverse', 'aws', 'llm', 'data driven product', 'version control', 'cicd', 'nlp', 'information retrieval', 'text summarization', 'genai', 'rag', 'large language model', 'multimodal model', 'consulting', 'gi', 'spatial analysis', 'agile', 'devsecops', 'marketplace experimentation', 'statistical model', 'metric design', 'data diagnostics', 'software engineering', 'customer service', 'r', 'statistical program', 'spreadsheet', 'javascript', 'xml', 'json', 'html', 'ml model', 'mlflow', 'aws sagemaker', 'collaboration']"
11,2,Intern,"['r', 'data visualisation', 'security concept', 'client service', 'detail oriented', 'integrity', 'r', 'mathematics', 'technical skill', 'leadership', 'powerbi', 'ml', 'ai', 'financial analysis', 'presentation', 'microsoft powerpoint', 'microsoft tool', 'analytic skill', 'mathematics', 'microsoft tool', 'presentation skill', 'positive attitude', 'research skill', 'pyspark', 'statistical technique', 'data collection', 'data entry', 'powerpoint', 'presentation preparation', 'customer relationship management', 'dashboard development', 'retail buying principle', 'merchandising', 'powerbi', 'collaboration', 'procurement knowledge', 'dashboard design', 'research', 'customer service', 'interpersonal skill', 'collaboration', 'presentation skill', 'technology introduction', 'r', 'ai', 'devops', 'ai', 'devops', 'data cleaning', 'cicd', 'infrastructure provisioning', 'predictive model', 'collaboration', 'ai', 'devops', 'collaboration', 'data preprocessing', 'time series forecasting', 'r', 'data extraction', 'integration', 'interpretation', 'postgres', 'redshift', 'mssql', 'high performance', 'aws', 'data cleansing', 'data enhancement', 'data querying', 'statistical software', 'predictive model', 'generative ai', 'r', 'data cleansing']"
12,3,Business Intelligence,['data science']
13,3,Data Analyst,"['data science method', 'data science', 'data science', 'data science', 'data science', 'marketing science', 'data science', 'computer science', 'data science']"
14,3,Data Scientist,"['data science', 'computer science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science library', 'data science', 'data science', 'data science', 'data science tool', 'data science', 'data science', 'data science', 'data science', 'data science', 'computer science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science model', 'marketingspecific data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science', 'quantitative science', 'data science', 'data science', 'data science', 'data science', 'marketing science', 'data science', 'data science', 'data science', 'data science', 'data science', 'data science tool', 'data science', 'data science', 'data science', 'data science', 'data science tool', 'data science']"
15,3,Intern,"['computer science', 'data science', 'data science', 'data science', 'data science', 'data science']"
16,4,Business Intelligence,"['communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication']"
17,4,Data Analyst,"['communication', 'data communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'data communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication']"
18,4,Data Scientist,"['communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'stakeholder communication']"
19,4,Intern,"['communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication', 'communication']"
20,5,Business Intelligence,"['python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python']"
21,5,Data Analyst,"['python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python']"
22,5,Data Scientist,"['python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python']"
23,5,Intern,"['python', 'python', 'python', 'python', 'python', 'python', 'python', 'python', 'python']"
24,6,Business Intelligence,"['excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'microsoft excel', 'microsoft excel', 'microsoft excel']"
